Gnomeregan Infantry, 34
Stonetusk Boar, 34
Twilight Whelp, 34
Cogmaster, 32
Dancing Swords, 32
Kobold Geomancer, 32
Tournament Attendee, 32
Explosive Sheep, 30↓
Frostwolf Grunt, 30
Inner Fire, 30
Lowly Squire, 30
Murloc Raider, 30
Raid Leader, 30
Southsea Deckhand, 30
Core Hound, 28
Tournament Medic, 28
Priestess of Elune, 26
Windfury Harpy, 26
Flash Heal, 24
Mad Scientist, 24
Tauren Warrior, 24
Undertaker, 24
Goldshire Footman, 22
Shieldbearer, 22
Dread Corsair, 20
Silverback Patriarch, 16
Murloc Tinyfin, 14
Thrallmar Farseer, 14
Dalaran Mage, 12
Flying Machine, 12
Magma Rager, 12
Wisp, 12
Power Word: Glory, 10↓
Young Dragonhawk, 6
Grimscale Oracle, 4
Stoneskin Gargoyle, 4
Mind Blast, 2
Sunwalker, 84
Bomb Lobber, 80
Sludge Belcher, 80
Stampeding Kodo, 80
Argent Commander, 78
Azure Drake, 78
Auchenai Soulpriest, 76
Knife Juggler, 76
Defender of Argus, 70
Shadow Madness, 70
Madder Bomber, 68
Imp Master, 66
Mind Control Tech, 66
Twilight Drake, 66
Violet Teacher, 66
Saboteur, 64
Emperor Cobra, 62
Injured Blademaster, 62
Light of the Naaru, 62
Master Jouster, 62
Upgraded Repair Bot, 62
Ancient Shade, 60
Holy Fire, 60
Shadowboxer, 60
Wild Pyromancer, 60
Wobbling Runts, 60
Lightwarden, 58
Light's Champion, 56
Questing Adventurer, 56
Excavated Evil, 54
Sunfury Protector, 54
Resurrect, 52
Arcane Golem, 50
Coliseum Manager, 50
Crazed Alchemist, 50
Young Priestess, 50
Gnomish Experimenter, 48
Ravenholdt Assassin, 48
Spawn of Shadows, 48
Wailing Soul, 48
Armored Warhorse, 46
Deathlord, 46
Demolisher, 46
Abomination, 44
Arcane Nullifier X-21, 44
Kezan Mystic, 42↓
Mass Dispel, 42
Pint-Sized Summoner, 42
Convert, 40
Goblin Sapper, 40
Illuminator, 40
Injured Kvaldir, 40
Lil' Exorcist, 40
Wyrmrest Agent, 40
Gadgetzan Auctioneer, 38
Fencing Coach, 36
Nerubian Egg, 36
Jeeves, 32
Bloodsail Corsair, 28↓
Mana Wraith, 28
Mogor's Champion, 28
Ancient Mage, 20
Argent Watchman, 20
Master Swordsmith, 20
Grim Patron, 18
Summoning Stone, 18↓
Target Dummy, 18
Dragon Egg, 16
Secretkeeper, 16
Lightwell, 14
Murloc Tidecaller, 14
Eerie Statue, 12↓
Mana Addict, 12
Coldlight Oracle, 10
Coldlight Seer, 10
Angry Chicken, 4
Ancient Watcher, 2↓
Alarm-o-Bot, 1
Cabal Shadow Priest, 120
Lightbomb, 82↓
Sea Giant, 82
Piloted Sky Golem, 78
Grand Crusader, 74
Fel Reaver, 70
Kodorider, 70
Shade of Naxxramas, 70
Blood Knight, 66
Big Game Hunter, 64↓
Frost Giant, 60
Faceless Manipulator, 58
Djinni of Zephyrs, 56
Garrison Commander, 56
Recombobulator, 56
Crowd Favorite, 54
Echoing Ooze, 54
Shadowfiend, 48
Shadowform, 46
Molten Giant, 44
Recruiter, 44
Shadowbomber, 40
Southsea Captain, 40
Twilight Guardian, 40
Master of Ceremonies, 38
Murloc Warleader, 38
Naga Sea Witch, 38
Hobgoblin, 36
Enhance-o Mechano, 34
Mindgames, 34
Mountain Giant, 34
Confuse, 30↓
Doomsayer, 30
Clockwork Giant, 28
Mini-Mage, 28
Hungry Crab, 26↓
Sideshow Spelleater, 20
Junkbot, 8
Dr. Boom, 130
Deathwing, 100
Onyxia, 100
Vol'jin, 100
Baron Geddon, 92
Ragnaros the Firelord, 92
Sylvanas Windrunner, 88
Kel'Thuzad, 86
Nexus-Champion Saraad, 86
Confessor Paletress, 84
Ysera, 84
Arch-Thief Rafaam, 82
Nefarian, 82
Cairne Bloodhoof, 80
Alexstrasza, 78
Eydis Darkbane, 78
Fjola Lightbane, 76
Foe Reaper 4000, 76
Hogger, 76
Toshley, 76
Troggzor the Earthinator, 74
Feugen, 72
Sneed's Old Shredder, 72
Chromaggus, 70
Icehowl, 70
The Black Knight, 70
Illidan Stormrage, 66
Loatheb, 66
Maexxna, 66
Prophet Velen, 66
Mogor the Ogre, 64
Gruul, 62
Emperor Thaurissan, 60
King Mukla, 60
Mekgineer Thermaplugg, 60
Harrison Jones, 58
Tinkmaster Overspark, 56
Chillmaw, 54
Gormok the Impaler, 54
Hemet Nesingwary, 54↓
Malygos, 54
Reno Jackson, 52
Bloodmage Thalnos, 50
Sir Finley Mrrgglton, 50↓
The Beast, 50
Brann Bronzebeard, 48
Elise Starseeker, 48
Leeroy Jenkins, 46↓
Skycap'n Kragg, 46
Blingtron 3000, 44
Bolf Ramshield, 44
Justicar Trueheart, 44
Mimiron's Head, 44
The Skeleton Knight, 42
Majordomo Executus, 40↓
Stalagg, 40
Nozdormu, 38
Gazlowe, 32
Baron Rivendare, 30
Millhouse Manastorm, 30
Captain Greenskin, 28
Nat Pagle, 22
Rend Blackhand, 20
Lorewalker Cho, 12
